Level;Item;Quantity;UM;Mat-No/Doc;Kind;PTYP;Validfrom;Validto;Docu-No/He
4;0051;2,000;ST;00000000-025-1;05;03;01.01.2007;31.12.9999;HHDXHOR PCVHKAH
4;0052;2,000;ST;00000000-025-2;05;03;01.01.2007;31.12.9999;IWIYVDD LAUAOWN
3;0050;2,000;ST;00000000-067-0;03;03;01.01.2020;31.12.9999;LHSZIGM FMPUECJ
4;0001;0,046;M;00000000-025-5;05;05;01.10.1985;31.12.9999;HIXTSEO HNIESPJ
3;0052;2,000;ST;00000000-044-3;03;03;01.01.2020;31.12.9999;HSEVJPV RWRERXW
4;0001;0,036;M;00000000-025-5;05;05;01.10.1985;31.12.9999;HIXTSEO HNIESPJ
3;0053;10,000;M;00000000-044-4;05;03;01.01.2020;31.12.9999;MMQZIPT HIQSCYX
3;0022;1,000;ST;00000000-067-1;03;03;01.01.2020;31.12.9999;SLTZKXD DRINHUY
4;0001;1,000;ST;00000000-067-2;03;03;01.01.2014;31.12.9999;VAOSDYQ GFWHKTL
4;0015;1,000;SA;00000000-057-0;05;03;01.07.2013;31.12.9999;MDWPCXQ XGMRDOT
3;0058;1,000;ST;00000000-067-3;03;03;01.01.2020;31.12.9999;PXHCAYY TDFTCCI
4;0001;1,000;ST;00000000-067-4;03;03;01.10.1985;31.12.9999;PXHCAYY TDFTCCI
5;0001;0,028;M;00000000-067-5;05;05;01.01.1985;31.12.9999;PJMBMOJ LBCAESL
4;0015;1,000;ST;00000000-067-6;05;03;01.10.1985;31.12.9999;FXRAESN UBKGWAB
3;0023;1,000;ST;00000000-067-7;03;03;01.01.2020;31.12.9999;WIYBVIQ VKGYFBD
4;0001;1,000;ST;00000000-067-8;03;03;01.10.1985;31.12.9999;WIYBVIQ VKGYFBD
5;0001;1,000;ST;00000000-040-3;05;03;01.01.1985;31.12.9999;RGYGGTE KBOZXBP
4;0015;4,000;ST;00000000-067-9;05;03;01.10.1985;31.12.9999;WFCVFMN GOTYKUV
3;0024;1,000;ST;00000000-068-0;03;03;01.01.2020;31.12.9999;HBVPNIP SDYIJVK
4;0001;1,000;ST;00000000-068-1;03;03;01.01.2017;31.12.9999;NLCYQJX WIKQONP
4;0015;1,000;ST;00000000-068-2;05;03;01.10.1985;31.12.9999;UFDLOUO IKIRTOD
4;0016;1,000;ST;00000000-068-3;05;03;01.10.1985;31.12.9999;BDNVQDT CRZTLYK
4;0017;18,000;ST;00000000-049-6;05;03;01.10.1985;31.12.9999;BHKHXMK CWMPMVL
3;0025;1,000;ST;00000000-068-4;03;03;01.01.2020;31.12.9999;SKZZUZX YVXVAVE
4;0001;1,000;ST;00000000-068-5;03;03;01.10.1985;31.12.9999;SKZZUZX YVXVAVE
5;0001;0,209;M;00000000-028-8;05;05;01.01.1985;31.12.9999;PRPKHFK QGKWXIC
4;0015;2,000;ST;00000000-068-6;05;03;01.10.1985;31.12.9999;AUHXVTV FXVXKWR
3;0028;2,000;ST;00000000-068-7;03;03;01.01.2020;31.12.9999;ODRCWDP ZIRYOGD
4;0001;2,000;ST;00000000-068-8;03;03;01.10.1985;31.12.9999;ODRCWDP ZIRYOGD
5;0001;0,352;M;00000000-026-6;05;05;01.01.1985;31.12.9999;IMVTXUV WSXICXO
4;0015;8,000;ST;00000000-067-9;05;03;01.10.1985;31.12.9999;WFCVFMN GOTYKUV
4;0016;4,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;CICZVYK AJMPRWB
3;0061;2,000;ST;00000000-068-9;03;03;01.01.2020;31.12.9999;HPZPHOC WSWQEPN
4;0001;2,000;ST;00000000-069-0;03;03;01.10.1985;31.12.9999;HPZPHOC WSWQEPN
5;0001;0,078;M;00000000-069-1;05;05;01.01.1985;31.12.9999;NDBKDFK SFSESPA
4;0015;4,000;ST;00000000-043-1;05;03;01.10.1985;31.12.9999;UYDOZOZ ISDLTPU
3;0062;1,000;ST;00000000-069-2;03;03;01.01.2020;31.12.9999;LPYGNRX HVHCHPR
4;0001;1,000;ST;00000000-069-3;03;03;01.01.2017;31.12.9999;LVMSNBM FPNKATP
4;0017;4,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;UDGZPVL RGRXODX
3;0035;2,000;ST;00000000-069-4;03;03;01.01.2020;31.12.9999;KGLPZBL CXJQXQF
4;0001;2,000;ST;00000000-069-5;03;03;01.07.2007;31.12.9999;IUIVQSH JGMENOF
4;0015;4,000;ST;00000000-003-0;05;03;01.10.1985;31.12.9999;LFHQJLF TSZEBBT
3;0038;1,000;ST;00000000-069-6;03;03;01.01.2020;31.12.9999;ZKVNYIX OWMHNFI
4;0001;1,000;ST;00000000-069-7;03;03;01.07.2006;31.12.9999;YCBQLGX VFOKAIA
4;0015;4,000;ST;00000000-022-6;05;03;01.07.2006;31.12.9999;MPGANCH CREIRKM
4;0016;4,000;ST;00000000-069-8;05;03;01.10.1985;31.12.9999;AZKMNFD MNDYHIT
4;0017;4,000;ST;00000000-067-6;05;03;01.07.2006;31.12.9999;FXRAESN UBKGWAB
3;0039;1,000;ST;00000000-069-9;03;03;01.01.2020;31.12.9999;XVNCNYL DKOBHID
4;0001;1,000;ST;00000000-070-0;03;03;01.10.1985;31.12.9999;XVNCNYL DKOBHID
5;0001;0,063;M;00000000-063-3;05;05;01.01.1985;31.12.9999;GYYZMZL QMBFAAJ
4;0015;1,000;ST;00000000-070-1;05;03;01.10.1985;31.12.9999;FHDYAWO XCVAZFL
4;0016;1,000;ST;00000000-070-2;05;03;01.10.1985;31.12.9999;OYREXEY JAHNJOW
4;0017;1,000;ST;00000000-070-3;05;03;01.10.1985;31.12.9999;OVKFXZH GAAHLEZ
4;0005;2,000;ST;00000000-025-0;05;03;01.10.1985;31.12.9999;NZQEYFD YXBBYWU
4;0013;1,000;ST;00000000-070-4;05;03;01.10.1985;31.12.9999;TSCNSAO MXXJEFW
4;0018;2,000;ST;00000000-001-7;05;03;01.07.2006;31.12.9999;FAYZLZF QHKQJPJ
3;0040;1,000;ST;00000000-070-5;03;03;01.01.2020;31.12.9999;GVKQISI GKUCFDI
4;0001;1,000;ST;00000000-070-6;03;03;01.10.1985;31.12.9999;GVKQISI GKUCFDI
4;0015;2,000;ST;00000000-002-8;05;03;01.10.1985;31.12.9999;SRRMABB YZJYUPF
3;0041;1,000;ST;00000000-070-7;03;03;01.01.2020;31.12.9999;YQWMZYP IEZQOHC
4;0001;1,000;ST;00000000-070-8;03;03;01.10.1985;31.12.9999;YQWMZYP IEZQOHC
4;0015;1,000;ST;00000000-070-9;05;03;01.10.1985;31.12.9999;YNWSULA EPQDMQN
4;0016;4,000;ST;00000000-071-0;05;03;01.10.1985;31.12.9999;HIKNWGN HAXEGGX
4;0017;4,000;ST;00000000-071-1;03;03;01.10.1985;31.12.9999;QKZTKGH XXKLSHT
5;0001;0,048;M;00000000-049-5;05;05;01.10.1985;31.12.9999;BPQXUTQ UVEPCVZ
4;0005;2,000;ST;00000000-071-2;05;03;01.10.1985;31.12.9999;AGINHBB WPDRAOR
4;0013;2,000;ST;00000000-015-7;05;03;01.10.1985;31.12.9999;OEYGIWR MTDHBOM
3;0042;1,000;ST;00000000-071-3;03;03;01.01.2020;31.12.9999;MYNNECN EQJBKFJ
4;0001;1,000;ST;00000000-071-4;03;03;01.01.2017;31.12.9999;KABEYUG UORYEWU
4;0015;4,000;ST;00000000-036-0;05;03;01.10.1985;31.12.9999;GLTPSDG TBGROTQ
3;0043;1,000;ST;00000000-071-5;03;03;01.01.2020;31.12.9999;VVCJRQL ZWXNEFV
4;0001;1,000;ST;00000000-071-6;03;03;01.10.1985;31.12.9999;VVCJRQL ZWXNEFV
4;0015;3,000;ST;00000000-009-1;03;03;01.10.1985;31.12.9999;QFFOIFI EBLSPCQ
5;0001;0,036;M;00000000-009-2;05;05;01.10.1985;31.12.9999;TUXGSRN STBYDXU
4;0016;2,000;ST;00000000-071-7;05;03;01.10.1985;31.12.9999;PYMXVRL OCNCUKS
4;0017;1,000;ST;00000000-071-8;05;03;01.10.1985;31.12.9999;JWOAGTJ UHRSPYL
3;0066;1,000;ST;00000000-071-9;03;03;01.01.2020;31.12.9999;DEQTOLE QFBIEIH
4;0001;1,000;ST;00000000-072-0;03;03;01.10.1985;31.12.9999;DEQTOLE QFBIEIH
4;0015;2,000;ST;00000000-068-6;05;03;01.10.1985;31.12.9999;AUHXVTV FXVXKWR
3;0068;3,000;ST;00000000-058-2;05;03;01.01.2020;31.12.9999;PDQJEDH LUYGOBR
2;0063;1,000;ST;00000000-072-1;03;03;01.11.2023;31.12.9999;TPHXFSP AINYMMU
3;0004;1,000;ST;00000000-072-2;04;01;01.01.2020;31.12.9999;QUEGTAK YWIFZNT
3;0001;1,000;ST;00000000-047-8;04;01;01.01.2020;31.12.9999;OJFVEJJ XIBVPQR
3;0100;1,000;ST;00000000-072-3;05;03;01.01.2020;31.12.9999;RNRBKCB SJVJFVD
3;0005;1,000;ST;00000000-065-9;05;03;01.01.2020;31.12.9999;RVMPBIL ZXZJFQY
0;0006;1,000;;00000000-000-6;02;04;;;OJFVEJJ XIBVPQR
3;0010;2,000;ST;00000000-048-0;05;03;01.01.2020;31.12.9999;LHCSXKA YAXJEJG
0;0006;1,000;;00000000-000-6;02;04;;;OJFVEJJ XIBVPQR
0;0006;1,000;;00000000-000-6;02;04;;;OJFVEJJ XIBVPQR
3;0013;1,000;ST;00000000-066-0;05;03;01.01.2020;31.12.9999;HVRERKF WYBZRUI
3;0003;1,000;ST;00000000-066-1;03;03;01.01.2020;31.12.9999;RSGKEBO GNVTWSQ
4;0001;1,000;ST;00000000-066-2;03;03;01.10.1985;31.12.9999;RSGKEBO GNVTWSQ
5;0001;1,000;ST;00000000-066-3;05;03;01.01.1985;31.12.9999;LEEKEZC MRQZBIV
4;0015;4,000;ST;00000000-066-4;05;03;01.10.1985;31.12.9999;WLPKNCI ESZBPJB
4;0016;1,000;ST;00000000-066-5;05;03;01.10.1985;31.12.9999;IWLVROK UWPMUFE
4;0017;1,000;ST;00000000-066-6;05;03;01.07.2011;31.12.9999;AQLCTTJ BFJIQIG
4;0005;3,000;ST;00000000-021-9;05;03;01.10.1985;31.12.9999;WYNDWOV SFSFKDF
4;0013;4,000;ST;00000000-001-7;05;03;01.10.1985;31.12.9999;FAYZLZF QHKQJPJ
4;0018;4,000;ST;00000000-006-4;05;03;01.10.1985;31.12.9999;ZLLNHED PDPFMWT
4;0036;4,000;ST;00000000-022-6;05;03;01.10.1985;31.12.9999;MPGANCH CREIRKM
4;0037;2,000;ST;00000000-066-7;05;03;01.10.1985;31.12.9999;LFJPPBE UFEKTKC
4;0003;2,000;ST;00000000-025-0;05;03;01.10.1985;31.12.9999;NZQEYFD YXBBYWU
4;0020;4,000;ST;00000000-027-6;05;03;01.10.1985;31.12.9999;LLXIRFU LPYYMIF
4;0047;2,000;ST;00000000-066-8;05;03;01.10.1985;31.12.9999;OAXTWEE CNYVQRG
4;0048;2,000;ST;00000000-016-2;05;03;01.10.1985;31.12.9999;MLEIPJP RCSIUTZ
4;0049;2,000;ST;00000000-066-9;05;03;01.10.1985;31.12.9999;QBMBGDI QFXEEAG
4;0050;2,000;ST;00000000-066-8;05;03;01.07.2006;31.12.9999;OAXTWEE CNYVQRG
4;0051;2,000;ST;00000000-025-1;05;03;01.01.2007;31.12.9999;HHDXHOR PCVHKAH
4;0052;2,000;ST;00000000-025-2;05;03;01.01.2007;31.12.9999;IWIYVDD LAUAOWN
3;0050;2,000;ST;00000000-067-0;03;03;01.01.2020;31.12.9999;LHSZIGM FMPUECJ
4;0001;0,046;M;00000000-025-5;05;05;01.10.1985;31.12.9999;HIXTSEO HNIESPJ
3;0052;2,000;ST;00000000-044-3;03;03;01.01.2020;31.12.9999;HSEVJPV RWRERXW
4;0001;0,036;M;00000000-025-5;05;05;01.10.1985;31.12.9999;HIXTSEO HNIESPJ
3;0053;12,000;M;00000000-044-4;05;03;01.01.2020;31.12.9999;MMQZIPT HIQSCYX
3;0022;1,000;ST;00000000-072-4;03;03;01.01.2020;31.12.9999;VDVCZKZ KXCLIWV
4;0001;1,000;ST;00000000-072-5;03;03;01.10.1985;31.12.9999;VDVCZKZ KXCLIWV
4;0015;1,000;ST;00000000-072-6;05;03;01.10.1985;31.12.9999;SZRGFWI VVXBJTY
4;0016;1,000;SA;00000000-072-7;05;03;01.10.1985;31.12.9999;KIWNEGC SNDZDUG
3;0023;2,000;ST;00000000-072-8;03;03;01.01.2020;31.12.9999;PPPBFFA KECAZUZ
4;0001;2,000;ST;00000000-072-9;03;03;01.01.2021;31.12.9999;IXAPRBZ PFXEPSZ
4;0015;4,000;ST;00000000-073-0;05;03;01.10.1985;31.12.9999;MOGCBCG FHZENYA
3;0131;1,000;ST;00000000-073-1;03;03;01.01.2020;31.12.9999;ETNEMDK PCKMTHA
4;0001;1,000;ST;00000000-073-2;03;03;01.10.1985;31.12.9999;ETNEMDK PCKMTHA
5;0001;0,111;M;00000000-073-3;05;05;01.01.1985;31.12.9999;KRXQMAY PVYXSTD
4;0015;2,000;ST;00000000-073-4;05;03;01.10.1985;31.12.9999;PBLDCZK LKADPPW
3;0024;1,000;ST;00000000-073-5;03;03;01.01.2020;31.12.9999;MWQIVFV PCNAXCO
4;0001;1,000;ST;00000000-073-6;03;03;01.10.1985;31.12.9999;MWQIVFV PCNAXCO
5;0001;0,088;M;00000000-073-7;05;05;01.01.1985;31.12.9999;YPGTKHZ BZIQHPY
4;0015;1,000;ST;00000000-073-8;05;03;01.10.1985;31.12.9999;HWNXLBD ZHPXNIZ
3;0025;1,000;ST;00000000-073-9;03;03;01.01.2020;31.12.9999;YXDFXWN UUJFHXL
4;0001;1,000;ST;00000000-074-0;03;03;01.01.2016;31.12.9999;XHSNQWI FZDMBKY
4;0015;2,000;ST;00000000-036-0;05;03;01.10.1985;31.12.9999;GLTPSDG TBGROTQ
4;0016;2,000;ST;00000000-074-1;05;03;01.10.1985;31.12.9999;HRVWZZC BFKKTLM
3;0028;1,000;ST;00000000-074-2;03;03;01.01.2020;31.12.9999;CDSDESC AWKXLRS
3;0061;1,000;ST;00000000-067-7;03;03;01.01.2020;31.12.9999;WIYBVIQ VKGYFBD
4;0001;1,000;ST;00000000-067-8;03;03;01.10.1985;31.12.9999;WIYBVIQ VKGYFBD
5;0001;1,000;ST;00000000-040-3;05;03;01.01.1985;31.12.9999;RGYGGTE KBOZXBP
4;0015;4,000;ST;00000000-067-9;05;03;01.10.1985;31.12.9999;WFCVFMN GOTYKUV
3;0062;1,000;ST;00000000-068-0;03;03;01.01.2020;31.12.9999;HBVPNIP SDYIJVK
4;0001;1,000;ST;00000000-068-1;03;03;01.01.2017;31.12.9999;NLCYQJX WIKQONP
4;0015;1,000;ST;00000000-068-2;05;03;01.10.1985;31.12.9999;UFDLOUO IKIRTOD
4;0016;1,000;ST;00000000-068-3;05;03;01.10.1985;31.12.9999;BDNVQDT CRZTLYK
4;0017;18,000;ST;00000000-049-6;05;03;01.10.1985;31.12.9999;BHKHXMK CWMPMVL
3;0033;2,000;ST;00000000-068-4;03;03;01.01.2020;31.12.9999;SKZZUZX YVXVAVE
4;0001;2,000;ST;00000000-068-5;03;03;01.10.1985;31.12.9999;SKZZUZX YVXVAVE
5;0001;0,418;M;00000000-028-8;05;05;01.01.1985;31.12.9999;PRPKHFK QGKWXIC
4;0015;4,000;ST;00000000-068-6;05;03;01.10.1985;31.12.9999;AUHXVTV FXVXKWR
3;0034;2,000;ST;00000000-068-7;03;03;01.01.2020;31.12.9999;ODRCWDP ZIRYOGD
4;0001;2,000;ST;00000000-068-8;03;03;01.10.1985;31.12.9999;ODRCWDP ZIRYOGD
5;0001;0,352;M;00000000-026-6;05;05;01.01.1985;31.12.9999;IMVTXUV WSXICXO
4;0015;8,000;ST;00000000-067-9;05;03;01.10.1985;31.12.9999;WFCVFMN GOTYKUV
4;0016;4,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;CICZVYK AJMPRWB
3;0063;2,000;ST;00000000-068-9;03;03;01.01.2020;31.12.9999;HPZPHOC WSWQEPN
4;0001;2,000;ST;00000000-069-0;03;03;01.10.1985;31.12.9999;HPZPHOC WSWQEPN
5;0001;0,078;M;00000000-069-1;05;05;01.01.1985;31.12.9999;NDBKDFK SFSESPA
4;0015;4,000;ST;00000000-043-1;05;03;01.10.1985;31.12.9999;UYDOZOZ ISDLTPU
3;0035;1,000;ST;00000000-074-3;03;03;01.01.2020;31.12.9999;XATWLPN COIIXIV
4;0001;1,000;ST;00000000-074-4;03;03;01.10.1985;31.12.9999;XATWLPN COIIXIV
4;0015;4,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;UDGZPVL RGRXODX
3;0041;2,000;ST;00000000-069-4;03;03;01.01.2020;31.12.9999;KGLPZBL CXJQXQF
4;0001;2,000;ST;00000000-069-5;03;03;01.07.2007;31.12.9999;IUIVQSH JGMENOF
4;0015;4,000;ST;00000000-003-0;05;03;01.10.1985;31.12.9999;LFHQJLF TSZEBBT
3;0042;1,000;ST;00000000-074-5;03;03;01.01.2020;31.12.9999;CIDXLVD WKIWRWH
4;0001;1,000;ST;00000000-074-6;03;03;01.07.2006;31.12.9999;ULZNIKD FROHWZZ
4;0015;6,000;ST;00000000-067-6;05;03;01.10.1985;31.12.9999;FXRAESN UBKGWAB
4;0016;6,000;ST;00000000-022-6;05;03;01.10.1985;31.12.9999;MPGANCH CREIRKM
4;0017;4,000;ST;00000000-069-8;05;03;01.10.1985;31.12.9999;AZKMNFD MNDYHIT
3;0043;1,000;ST;00000000-069-9;03;03;01.01.2020;31.12.9999;XVNCNYL DKOBHID
4;0001;1,000;ST;00000000-070-0;03;03;01.10.1985;31.12.9999;XVNCNYL DKOBHID
5;0001;0,063;M;00000000-063-3;05;05;01.01.1985;31.12.9999;GYYZMZL QMBFAAJ
4;0015;1,000;ST;00000000-070-1;05;03;01.10.1985;31.12.9999;FHDYAWO XCVAZFL
4;0016;1,000;ST;00000000-070-2;05;03;01.10.1985;31.12.9999;OYREXEY JAHNJOW
4;0017;1,000;ST;00000000-070-3;05;03;01.10.1985;31.12.9999;OVKFXZH GAAHLEZ
4;0005;2,000;ST;00000000-025-0;05;03;01.10.1985;31.12.9999;NZQEYFD YXBBYWU
4;0013;1,000;ST;00000000-070-4;05;03;01.10.1985;31.12.9999;TSCNSAO MXXJEFW
4;0018;2,000;ST;00000000-001-7;05;03;01.07.2006;31.12.9999;FAYZLZF QHKQJPJ
3;0066;1,000;ST;00000000-070-5;03;03;01.01.2020;31.12.9999;GVKQISI GKUCFDI
4;0001;1,000;ST;00000000-070-6;03;03;01.10.1985;31.12.9999;GVKQISI GKUCFDI
4;0015;2,000;ST;00000000-002-8;05;03;01.10.1985;31.12.9999;SRRMABB YZJYUPF
3;0068;1,000;ST;00000000-070-7;03;03;01.01.2020;31.12.9999;YQWMZYP IEZQOHC
4;0001;1,000;ST;00000000-070-8;03;03;01.10.1985;31.12.9999;YQWMZYP IEZQOHC
4;0015;1,000;ST;00000000-070-9;05;03;01.10.1985;31.12.9999;YNWSULA EPQDMQN
4;0016;4,000;ST;00000000-071-0;05;03;01.10.1985;31.12.9999;HIKNWGN HAXEGGX
4;0017;4,000;ST;00000000-071-1;03;03;01.10.1985;31.12.9999;QKZTKGH XXKLSHT
5;0001;0,048;M;00000000-049-5;05;05;01.10.1985;31.12.9999;BPQXUTQ UVEPCVZ
4;0005;2,000;ST;00000000-071-2;05;03;01.10.1985;31.12.9999;AGINHBB WPDRAOR
4;0013;2,000;ST;00000000-015-7;05;03;01.10.1985;31.12.9999;OEYGIWR MTDHBOM
3;0070;1,000;ST;00000000-071-3;03;03;01.01.2020;31.12.9999;MYNNECN EQJBKFJ
4;0001;1,000;ST;00000000-071-4;03;03;01.01.2017;31.12.9999;KABEYUG UORYEWU
4;0015;4,000;ST;00000000-036-0;05;03;01.10.1985;31.12.9999;GLTPSDG TBGROTQ
3;0071;1,000;ST;00000000-074-7;03;03;01.01.2020;31.12.9999;PJUGKGX OGZAVPB
4;0001;1,000;ST;00000000-074-8;03;03;01.10.1985;31.12.9999;PJUGKGX OGZAVPB
4;0015;1,000;ST;00000000-067-6;05;03;01.10.1985;31.12.9999;FXRAESN UBKGWAB
4;0016;2,000;ST;00000000-001-6;05;03;01.10.1985;31.12.9999;MENISVR ARRNOYS
4;0017;2,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;CICZVYK AJMPRWB
3;0082;1,000;ST;00000000-074-9;03;03;01.01.2020;31.12.9999;PKZUSFH DJVPYSX
3;0072;1,000;ST;00000000-075-0;03;03;01.01.2020;31.12.9999;QPQOWDH BNQHPJG
3;0132;1,000;ST;00000000-047-8;04;01;01.01.2020;31.12.9999;OJFVEJJ XIBVPQR
3;0104;1,000;ST;00000000-075-1;03;03;01.01.2020;31.12.9999;EZMMUCQ GONDTSL
4;0001;1,000;ST;00000000-075-2;03;03;01.10.1985;31.12.9999;EZMMUCQ GONDTSL
4;0015;2,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;CICZVYK AJMPRWB
4;0016;2,000;ST;00000000-066-8;05;03;01.10.1985;31.12.9999;OAXTWEE CNYVQRG
3;0083;1,000;ST;00000000-071-5;03;03;01.01.2020;31.12.9999;VVCJRQL ZWXNEFV
4;0001;1,000;ST;00000000-071-6;03;03;01.10.1985;31.12.9999;VVCJRQL ZWXNEFV
4;0015;3,000;ST;00000000-009-1;03;03;01.10.1985;31.12.9999;QFFOIFI EBLSPCQ
5;0001;0,036;M;00000000-009-2;05;05;01.10.1985;31.12.9999;TUXGSRN STBYDXU
4;0016;2,000;ST;00000000-071-7;05;03;01.10.1985;31.12.9999;PYMXVRL OCNCUKS
4;0017;1,000;ST;00000000-071-8;05;03;01.10.1985;31.12.9999;JWOAGTJ UHRSPYL
3;0105;3,000;ST;00000000-058-2;05;03;01.01.2020;31.12.9999;PDQJEDH LUYGOBR
2;0133;1,000;ST;00000000-000-2;02;02;;;OJFVEJJ XIBVPQR
2;0035;1,000;ST;00000000-075-3;03;03;01.11.2023;31.12.9999;AZRLOAX RJLZMUN
3;0004;1,000;ST;00000000-075-4;04;01;01.01.2007;31.12.9999;WIMDWBY JICDQGK
3;0003;1,000;ST;00000000-075-5;03;03;01.01.2007;31.12.9999;ADLCKVB OYWAIJM
4;0001;1,000;ST;00000000-075-6;03;03;01.10.1985;31.12.9999;ADLCKVB OYWAIJM
4;0015;2,000;ST;00000000-075-7;05;03;01.10.1985;31.12.9999;QANIICJ GAZXRNR
4;0016;2,000;ST;00000000-036-0;05;03;01.10.1985;31.12.9999;GLTPSDG TBGROTQ
3;0050;1,000;ST;00000000-075-8;03;03;01.01.2007;31.12.9999;QPHYTMR GAWBYMI
4;0001;0,034;M2;00000000-033-2;05;05;01.10.1985;31.12.9999;KDELKCF NLSWBQK
4;0015;2,000;ST;00000000-033-3;05;03;01.10.1985;31.12.9999;COTFTRI YNWECFD
3;0022;1,000;ST;00000000-075-9;03;03;01.01.2003;31.12.9999;JQCNRMS HOVIEAU
4;0001;1,000;ST;00000000-076-0;03;03;01.10.1985;31.12.9999;JQCNRMS HOVIEAU
4;0015;2,000;ST;00000000-019-7;05;03;01.07.2003;31.12.9999;JVFYMLO XSZQYET
3;0023;1,000;ST;00000000-076-1;03;03;01.01.2003;31.12.9999;CLFTIJX JOBPWVJ
4;0001;1,000;ST;00000000-076-2;03;03;01.07.2010;31.12.9999;ARHJPBW KXJZAYJ
4;0015;2,000;ST;00000000-049-6;05;03;01.07.2003;31.12.9999;BHKHXMK CWMPMVL
4;0016;2,000;ST;00000000-076-3;03;03;01.10.1998;31.12.9999;AMQPMXE OQHPCLA
5;0001;0,020;M;00000000-076-4;05;05;01.10.1985;31.12.9999;BAYVQJG WNYOZYR
4;0017;1,000;GB;00000000-076-5;05;03;01.10.1998;31.12.9999;OVUHLNI BLZKXFM
3;0024;1,000;ST;00000000-076-6;03;03;01.01.2003;31.12.9999;BATMPVJ WLEKPCE
4;0001;1,000;ST;00000000-076-7;03;03;01.01.2007;31.12.9999;YSAMZMA UMIRXRA
4;0015;1,000;ST;00000000-002-9;05;03;01.01.2007;31.12.9999;JNREHKL LTMOFMU
4;0016;1,000;ST;00000000-032-0;05;03;01.01.2007;31.12.9999;BSAMFQX KKYYZOQ
4;0017;1,000;ST;00000000-027-9;05;03;01.10.1985;31.12.9999;GPZRMAG AVZFHEQ
3;0025;1,000;ST;00000000-076-8;03;03;01.01.2003;31.12.9999;PYKSDUV NEBJCIS
4;0001;1,000;ST;00000000-076-9;03;03;01.10.1985;31.12.9999;PYKSDUV NEBJCIS
5;0001;0,030;M;00000000-077-0;05;05;01.01.1985;31.12.9999;JQXWLEC TZYYSMG
4;0015;1,000;ST;00000000-037-5;05;03;01.10.1985;31.12.9999;YLAPQBQ VWSRZTR
3;0028;1,000;ST;00000000-077-1;03;03;01.01.2003;31.12.9999;NLVSDJG NTRLHIL
4;0001;0,045;M;00000000-063-3;05;05;01.01.1985;31.12.9999;GYYZMZL QMBFAAJ
3;0061;1,000;ST;00000000-077-2;06;01;01.01.2003;31.12.9999;NYCWEHL WKULNXW
4;0001;1,000;ST;00000000-077-3;03;03;01.11.1994;31.12.9999;YMULIPA TFQYZLW
5;0001;1,000;ST;00000000-077-4;03;03;01.10.1985;31.12.9999;WGLDWRF AVCNEVQ
5;0015;1,000;ST;00000000-077-5;03;03;01.10.1985;31.12.9999;AAHQLKO HWZYSKT
5;0016;1,000;ST;00000000-077-6;03;03;01.10.1985;31.12.9999;SLXFWOA EJHRFQY
5;0017;1,000;ST;00000000-077-7;03;03;01.10.1985;31.12.9999;QRXEUKT FJINBHP
5;0005;1,000;ST;00000000-077-8;03;03;01.10.1985;31.12.9999;JLFDHMH KEIHGQV
4;0015;1,000;GB;00000000-077-9;05;03;01.09.1985;31.12.9999;RZZFTQQ FCUYAAN
2;0038;1,000;ST;00000000-078-0;03;03;01.11.2023;31.12.9999;BPRVHLU XCNYERG
3;0004;1,000;ST;00000000-078-1;04;01;01.01.2020;31.12.9999;MOWOUXN KJHHRYE
3;0005;1,000;ST;00000000-053-7;05;03;01.01.2020;31.12.9999;WWEYHRG SFQOZCA
0;0006;1,000;;00000000-000-6;02;04;;;OJFVEJJ XIBVPQR
3;0013;4,000;ST;00000000-014-4;05;03;01.01.2020;31.12.9999;UDGZPVL RGRXODX
3;0014;1,000;ST;00000000-058-2;05;03;01.01.2020;31.12.9999;PDQJEDH LUYGOBR
3;0019;2,000;ST;00000000-058-3;05;03;01.01.2020;31.12.9999;QROSGGX BRQBKHC
3;0003;1,000;ST;00000000-078-2;03;03;01.01.2020;31.12.9999;JLFHLTI PQMYEBT
4;0001;1,000;ST;00000000-078-3;03;03;01.01.2004;31.12.9999;WLHOZKS NXKFCAR
5;0001;1,000;ST;00000000-078-4;05;03;01.01.1985;31.12.9999;FJNQMQO RIRSXXW
4;0015;1,000;ST;00000000-006-4;05;03;01.10.1985;31.12.9999;ZLLNHED PDPFMWT
4;0016;1,000;ST;00000000-067-6;05;03;01.10.1985;31.12.9999;FXRAESN UBKGWAB
3;0022;1,000;ST;00000000-078-5;03;03;01.01.2020;31.12.9999;YKPPWTN XASSOLV
4;0001;1,000;ST;00000000-078-6;03;03;01.10.1985;31.12.9999;YKPPWTN XASSOLV
5;0001;0,071;M;00000000-078-7;05;05;01.01.1985;31.12.9999;NUBJTRK GYISKEF
4;0015;2,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;CICZVYK AJMPRWB
4;0016;2,000;ST;00000000-078-8;05;03;01.10.1985;31.12.9999;CQVBMVP MUQGGEH
3;0023;2,000;ST;00000000-078-9;03;03;01.01.2020;31.12.9999;JUXYFTD NQJEGMR
