Level;Item;Quantity;UM;Mat-No/Doc;Kind;PTYP;Validfrom;Validto;Docu-No/He
4;0052;2,000;ST;00000000-025-1;05;03;01.01.2007;31.12.9999;MUGJCCY RIXKMUT
4;0053;2,000;ST;00000000-025-2;05;03;01.01.2007;31.12.9999;RKJBTIJ XLHBHJZ
3;0051;2,000;ST;00000000-067-1;03;03;01.01.2020;31.12.9999;UHJDZIK SGPTYMS
4;0001;0,046;M;00000000-025-5;05;05;01.10.1985;31.12.9999;IZIVSYW CLZFBDU
3;0053;2,000;ST;00000000-044-3;03;03;01.01.2020;31.12.9999;GDEFBXX WWXKZRH
4;0001;0,036;M;00000000-025-5;05;05;01.10.1985;31.12.9999;IZIVSYW CLZFBDU
3;0054;10,000;M;00000000-044-4;05;03;01.01.2020;31.12.9999;OEHHVQH LLDOOCM
3;0023;1,000;ST;00000000-067-2;03;03;01.01.2020;31.12.9999;MARGCIX GOTCKXI
4;0001;1,000;ST;00000000-067-3;03;03;01.01.2014;31.12.9999;PRUABZU SUNUBKA
4;0016;1,000;SA;00000000-057-1;05;03;01.07.2013;31.12.9999;ZVRIXVG YCTEGYY
3;0059;1,000;ST;00000000-067-4;03;03;01.01.2020;31.12.9999;CZDJLVB XTDXYUN
4;0001;1,000;ST;00000000-067-5;03;03;01.10.1985;31.12.9999;CZDJLVB XTDXYUN
5;0001;0,028;M;00000000-067-6;05;05;01.01.1985;31.12.9999;SQBPKBD PVTXMXU
4;0016;1,000;ST;00000000-067-7;05;03;01.10.1985;31.12.9999;GDLBYXD PPTYCHR
3;0024;1,000;ST;00000000-067-8;03;03;01.01.2020;31.12.9999;XQCDFHZ EMFQIWN
4;0001;1,000;ST;00000000-067-9;03;03;01.10.1985;31.12.9999;XQCDFHZ EMFQIWN
5;0001;1,000;ST;00000000-040-3;05;03;01.01.1985;31.12.9999;OGERLWB ISARPKK
4;0016;4,000;ST;00000000-068-0;05;03;01.10.1985;31.12.9999;DKMYXHR QRWAWJC
3;0025;1,000;ST;00000000-068-1;03;03;01.01.2020;31.12.9999;AIQIUMR EQTHQUC
4;0001;1,000;ST;00000000-068-2;03;03;01.01.2017;31.12.9999;RFKPAQL FHAEZAH
4;0016;1,000;ST;00000000-068-3;05;03;01.10.1985;31.12.9999;ZGDIXXD EPIOKVZ
4;0017;1,000;ST;00000000-068-4;05;03;01.10.1985;31.12.9999;TSQHMPY LLLVSQV
4;0018;18,000;ST;00000000-049-6;05;03;01.10.1985;31.12.9999;PIFQEPZ IPOSQFC
3;0026;1,000;ST;00000000-068-5;03;03;01.01.2020;31.12.9999;BPDUMKF JQYSXYM
4;0001;1,000;ST;00000000-068-6;03;03;01.10.1985;31.12.9999;BPDUMKF JQYSXYM
5;0001;0,209;M;00000000-028-8;05;05;01.01.1985;31.12.9999;ZNUQIYG MNTAFVZ
4;0016;2,000;ST;00000000-068-7;05;03;01.10.1985;31.12.9999;QCAQUML OJWNLIN
3;0029;2,000;ST;00000000-068-8;03;03;01.01.2020;31.12.9999;VSMEGID ZEUYLUK
4;0001;2,000;ST;00000000-068-9;03;03;01.10.1985;31.12.9999;VSMEGID ZEUYLUK
5;0001;0,352;M;00000000-026-6;05;05;01.01.1985;31.12.9999;JPDISBZ MAXHTTW
4;0016;8,000;ST;00000000-068-0;05;03;01.10.1985;31.12.9999;DKMYXHR QRWAWJC
4;0017;4,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;HFXQUIU VEUEUQB
3;0062;2,000;ST;00000000-069-0;03;03;01.01.2020;31.12.9999;BSOOQMV IKFYEJM
4;0001;2,000;ST;00000000-069-1;03;03;01.10.1985;31.12.9999;BSOOQMV IKFYEJM
5;0001;0,078;M;00000000-069-2;05;05;01.01.1985;31.12.9999;FGGABRN YLORPIQ
4;0016;4,000;ST;00000000-043-1;05;03;01.10.1985;31.12.9999;CWJFWKE DBRGJWC
3;0063;1,000;ST;00000000-069-3;03;03;01.01.2020;31.12.9999;YGSJRBM RIYUWRN
4;0001;1,000;ST;00000000-069-4;03;03;01.01.2017;31.12.9999;HHGBZRT XNXKCWD
4;0018;4,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;SOJKHAY XDKSKZG
3;0036;2,000;ST;00000000-069-5;03;03;01.01.2020;31.12.9999;GAXADEK EMONHZO
4;0001;2,000;ST;00000000-069-6;03;03;01.07.2007;31.12.9999;YIGFZAQ DHPQRXA
4;0016;4,000;ST;00000000-003-0;05;03;01.10.1985;31.12.9999;GPKVJDS XMEBLWQ
3;0039;1,000;ST;00000000-069-7;03;03;01.01.2020;31.12.9999;TVZPFIK IATSNCD
4;0001;1,000;ST;00000000-069-8;03;03;01.07.2006;31.12.9999;VRORRFY EQECVND
4;0016;4,000;ST;00000000-022-6;05;03;01.07.2006;31.12.9999;KSUCBQT ITNTMON
4;0017;4,000;ST;00000000-069-9;05;03;01.10.1985;31.12.9999;SIKLHJL QPYBRDQ
4;0018;4,000;ST;00000000-067-7;05;03;01.07.2006;31.12.9999;GDLBYXD PPTYCHR
3;0040;1,000;ST;00000000-070-0;03;03;01.01.2020;31.12.9999;HMMMXMI PBYASBO
4;0001;1,000;ST;00000000-070-1;03;03;01.10.1985;31.12.9999;HMMMXMI PBYASBO
5;0001;0,063;M;00000000-063-4;05;05;01.01.1985;31.12.9999;MDPCANB KTCQWNR
4;0016;1,000;ST;00000000-070-2;05;03;01.10.1985;31.12.9999;FUMKVHP SIGGTSF
4;0017;1,000;ST;00000000-070-3;05;03;01.10.1985;31.12.9999;CQPABIX DSQXBUD
4;0018;1,000;ST;00000000-070-4;05;03;01.10.1985;31.12.9999;GMLPHWL VLRVWBP
4;0006;2,000;ST;00000000-025-0;05;03;01.10.1985;31.12.9999;KWACPPN KWJJLDJ
4;0014;1,000;ST;00000000-070-5;05;03;01.10.1985;31.12.9999;EFGEUCN LIZQTRB
4;0019;2,000;ST;00000000-001-7;05;03;01.07.2006;31.12.9999;DCWOXQF UMRMDIR
3;0041;1,000;ST;00000000-070-6;03;03;01.01.2020;31.12.9999;CWMUMML WVQLVTG
4;0001;1,000;ST;00000000-070-7;03;03;01.10.1985;31.12.9999;CWMUMML WVQLVTG
4;0016;2,000;ST;00000000-002-8;05;03;01.10.1985;31.12.9999;HQOJNNI RREEHOT
3;0042;1,000;ST;00000000-070-8;03;03;01.01.2020;31.12.9999;EYEEHHZ MJTGSPV
4;0001;1,000;ST;00000000-070-9;03;03;01.10.1985;31.12.9999;EYEEHHZ MJTGSPV
4;0016;1,000;ST;00000000-071-0;05;03;01.10.1985;31.12.9999;DLYOFJT PFBJPDH
4;0017;4,000;ST;00000000-071-1;05;03;01.10.1985;31.12.9999;KPSYIGG KVLMJBP
4;0018;4,000;ST;00000000-071-2;03;03;01.10.1985;31.12.9999;MSNUWPS JSXQKNP
5;0001;0,048;M;00000000-049-5;05;05;01.10.1985;31.12.9999;OUOALHP DBFKIVT
4;0006;2,000;ST;00000000-071-3;05;03;01.10.1985;31.12.9999;SCVSESC UBIJIPT
4;0014;2,000;ST;00000000-015-7;05;03;01.10.1985;31.12.9999;TRSLSQS QDTNXME
3;0043;1,000;ST;00000000-071-4;03;03;01.01.2020;31.12.9999;PMCVHDC MOPSNOA
4;0001;1,000;ST;00000000-071-5;03;03;01.01.2017;31.12.9999;XUHYTRR TQTEJNS
4;0016;4,000;ST;00000000-036-0;05;03;01.10.1985;31.12.9999;UGZGJHU CYKWRLL
3;0044;1,000;ST;00000000-071-6;03;03;01.01.2020;31.12.9999;RELOAZU FVVCKMG
4;0001;1,000;ST;00000000-071-7;03;03;01.10.1985;31.12.9999;RELOAZU FVVCKMG
4;0016;3,000;ST;00000000-009-1;03;03;01.10.1985;31.12.9999;LOYFMUO KXTKHMN
5;0001;0,036;M;00000000-009-2;05;05;01.10.1985;31.12.9999;TLJOYLL HJVVMDB
4;0017;2,000;ST;00000000-071-8;05;03;01.10.1985;31.12.9999;NFZRDBX GBKPXBW
4;0018;1,000;ST;00000000-071-9;05;03;01.10.1985;31.12.9999;VIQXPKU KEEMPGR
3;0067;1,000;ST;00000000-072-0;03;03;01.01.2020;31.12.9999;ZMWJELF LTNGLVL
4;0001;1,000;ST;00000000-072-1;03;03;01.10.1985;31.12.9999;ZMWJELF LTNGLVL
4;0016;2,000;ST;00000000-068-7;05;03;01.10.1985;31.12.9999;QCAQUML OJWNLIN
3;0069;3,000;ST;00000000-058-3;05;03;01.01.2020;31.12.9999;AGBZGQA GZCKIAD
2;0064;1,000;ST;00000000-072-2;03;03;01.05.2023;31.12.9999;DAYCXXK NEEUCLD
3;0005;1,000;ST;00000000-072-3;04;01;01.01.2020;31.12.9999;BVENVFH PNGSQRK
3;0001;1,000;ST;00000000-047-8;04;01;01.01.2020;31.12.9999;OATNQUX PSHPVCV
3;0101;1,000;ST;00000000-072-4;05;03;01.01.2020;31.12.9999;ODREOJH DFKSJHM
3;0006;1,000;ST;00000000-066-0;05;03;01.01.2020;31.12.9999;OHWDIYO IXUGNVR
0;0007;1,000;;00000000-000-6;02;04;;;OATNQUX PSHPVCV
3;0011;2,000;ST;00000000-048-0;05;03;01.01.2020;31.12.9999;NUBCJHS NYNNJFK
0;0007;1,000;;00000000-000-6;02;04;;;OATNQUX PSHPVCV
0;0007;1,000;;00000000-000-6;02;04;;;OATNQUX PSHPVCV
3;0014;1,000;ST;00000000-066-1;05;03;01.01.2020;31.12.9999;EKWANYO EAXMKLB
3;0004;1,000;ST;00000000-066-2;03;03;01.01.2020;31.12.9999;QXUVJPQ AHXHGGZ
4;0001;1,000;ST;00000000-066-3;03;03;01.10.1985;31.12.9999;QXUVJPQ AHXHGGZ
5;0001;1,000;ST;00000000-066-4;05;03;01.01.1985;31.12.9999;DGWJQBP GPKLIAJ
4;0016;4,000;ST;00000000-066-5;05;03;01.10.1985;31.12.9999;GYQXNMS ZZKEGBD
4;0017;1,000;ST;00000000-066-6;05;03;01.10.1985;31.12.9999;DZTHRPB UBDUJMJ
4;0018;1,000;ST;00000000-066-7;05;03;01.07.2011;31.12.9999;IKKAOHU IGJSUHD
4;0006;3,000;ST;00000000-021-9;05;03;01.10.1985;31.12.9999;WOFODBY EZIQIDB
4;0014;4,000;ST;00000000-001-7;05;03;01.10.1985;31.12.9999;DCWOXQF UMRMDIR
4;0019;4,000;ST;00000000-006-4;05;03;01.10.1985;31.12.9999;LZCGMAQ ZFIDRGZ
4;0037;4,000;ST;00000000-022-6;05;03;01.10.1985;31.12.9999;KSUCBQT ITNTMON
4;0038;2,000;ST;00000000-066-8;05;03;01.10.1985;31.12.9999;GMEJAMD QQDQLHL
4;0004;2,000;ST;00000000-025-0;05;03;01.10.1985;31.12.9999;KWACPPN KWJJLDJ
4;0021;4,000;ST;00000000-027-6;05;03;01.10.1985;31.12.9999;RVTKNSK UNOIKDN
4;0048;2,000;ST;00000000-066-9;05;03;01.10.1985;31.12.9999;XNCDAIR OZERUJU
4;0049;2,000;ST;00000000-016-2;05;03;01.10.1985;31.12.9999;XDFYIPG RNUIXBE
4;0050;2,000;ST;00000000-067-0;05;03;01.10.1985;31.12.9999;TJOXIXN OYLJAGR
4;0051;2,000;ST;00000000-066-9;05;03;01.07.2006;31.12.9999;XNCDAIR OZERUJU
4;0052;2,000;ST;00000000-025-1;05;03;01.01.2007;31.12.9999;MUGJCCY RIXKMUT
4;0053;2,000;ST;00000000-025-2;05;03;01.01.2007;31.12.9999;RKJBTIJ XLHBHJZ
3;0051;2,000;ST;00000000-067-1;03;03;01.01.2020;31.12.9999;UHJDZIK SGPTYMS
4;0001;0,046;M;00000000-025-5;05;05;01.10.1985;31.12.9999;IZIVSYW CLZFBDU
3;0053;2,000;ST;00000000-044-3;03;03;01.01.2020;31.12.9999;GDEFBXX WWXKZRH
4;0001;0,036;M;00000000-025-5;05;05;01.10.1985;31.12.9999;IZIVSYW CLZFBDU
3;0054;12,000;M;00000000-044-4;05;03;01.01.2020;31.12.9999;OEHHVQH LLDOOCM
3;0023;1,000;ST;00000000-072-5;03;03;01.01.2020;31.12.9999;HSOCZBJ YJSQPEN
4;0001;1,000;ST;00000000-072-6;03;03;01.10.1985;31.12.9999;HSOCZBJ YJSQPEN
4;0016;1,000;ST;00000000-072-7;05;03;01.10.1985;31.12.9999;MSJGFZY BMQNCWY
4;0017;1,000;SA;00000000-072-8;05;03;01.10.1985;31.12.9999;PTVMYUH VRQQPAP
3;0024;2,000;ST;00000000-072-9;03;03;01.01.2020;31.12.9999;TYNZFTQ NALDHNG
4;0001;2,000;ST;00000000-073-0;03;03;01.01.2021;31.12.9999;FYPXFLI PXEQJGR
4;0016;4,000;ST;00000000-073-1;05;03;01.10.1985;31.12.9999;ATPPYIH OCOWCHC
3;0133;1,000;ST;00000000-073-2;03;03;01.01.2020;31.12.9999;SJIRHAQ SBSKPHD
4;0001;1,000;ST;00000000-073-3;03;03;01.10.1985;31.12.9999;SJIRHAQ SBSKPHD
5;0001;0,111;M;00000000-073-4;05;05;01.01.1985;31.12.9999;BJIVMZM HVNJEZQ
4;0016;2,000;ST;00000000-073-5;05;03;01.10.1985;31.12.9999;WAACDGX NVZBGAI
3;0025;1,000;ST;00000000-073-6;03;03;01.01.2020;31.12.9999;RWFIBEN TFAPIPL
4;0001;1,000;ST;00000000-073-7;03;03;01.10.1985;31.12.9999;RWFIBEN TFAPIPL
5;0001;0,088;M;00000000-073-8;05;05;01.01.1985;31.12.9999;OUHCBZW ASHLAGN
4;0016;1,000;ST;00000000-073-9;05;03;01.10.1985;31.12.9999;NJUGYEP YIACUDC
3;0026;1,000;ST;00000000-074-0;03;03;01.01.2020;31.12.9999;UANVRLZ BRZEALR
4;0001;1,000;ST;00000000-074-1;03;03;01.01.2016;31.12.9999;EYXBXZG WGIJKVP
4;0016;2,000;ST;00000000-036-0;05;03;01.10.1985;31.12.9999;UGZGJHU CYKWRLL
4;0017;2,000;ST;00000000-074-2;05;03;01.10.1985;31.12.9999;MHZGWTF STQJUNL
3;0029;1,000;ST;00000000-074-3;03;03;01.01.2020;31.12.9999;RVCYSYT KDBXDWY
3;0062;1,000;ST;00000000-067-8;03;03;01.01.2020;31.12.9999;XQCDFHZ EMFQIWN
4;0001;1,000;ST;00000000-067-9;03;03;01.10.1985;31.12.9999;XQCDFHZ EMFQIWN
5;0001;1,000;ST;00000000-040-3;05;03;01.01.1985;31.12.9999;OGERLWB ISARPKK
4;0016;4,000;ST;00000000-068-0;05;03;01.10.1985;31.12.9999;DKMYXHR QRWAWJC
3;0063;1,000;ST;00000000-068-1;03;03;01.01.2020;31.12.9999;AIQIUMR EQTHQUC
4;0001;1,000;ST;00000000-068-2;03;03;01.01.2017;31.12.9999;RFKPAQL FHAEZAH
4;0016;1,000;ST;00000000-068-3;05;03;01.10.1985;31.12.9999;ZGDIXXD EPIOKVZ
4;0017;1,000;ST;00000000-068-4;05;03;01.10.1985;31.12.9999;TSQHMPY LLLVSQV
4;0018;18,000;ST;00000000-049-6;05;03;01.10.1985;31.12.9999;PIFQEPZ IPOSQFC
3;0034;2,000;ST;00000000-068-5;03;03;01.01.2020;31.12.9999;BPDUMKF JQYSXYM
4;0001;2,000;ST;00000000-068-6;03;03;01.10.1985;31.12.9999;BPDUMKF JQYSXYM
5;0001;0,418;M;00000000-028-8;05;05;01.01.1985;31.12.9999;ZNUQIYG MNTAFVZ
4;0016;4,000;ST;00000000-068-7;05;03;01.10.1985;31.12.9999;QCAQUML OJWNLIN
3;0035;2,000;ST;00000000-068-8;03;03;01.01.2020;31.12.9999;VSMEGID ZEUYLUK
4;0001;2,000;ST;00000000-068-9;03;03;01.10.1985;31.12.9999;VSMEGID ZEUYLUK
5;0001;0,352;M;00000000-026-6;05;05;01.01.1985;31.12.9999;JPDISBZ MAXHTTW
4;0016;8,000;ST;00000000-068-0;05;03;01.10.1985;31.12.9999;DKMYXHR QRWAWJC
4;0017;4,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;HFXQUIU VEUEUQB
3;0064;2,000;ST;00000000-069-0;03;03;01.01.2020;31.12.9999;BSOOQMV IKFYEJM
4;0001;2,000;ST;00000000-069-1;03;03;01.10.1985;31.12.9999;BSOOQMV IKFYEJM
5;0001;0,078;M;00000000-069-2;05;05;01.01.1985;31.12.9999;FGGABRN YLORPIQ
4;0016;4,000;ST;00000000-043-1;05;03;01.10.1985;31.12.9999;CWJFWKE DBRGJWC
3;0036;1,000;ST;00000000-074-4;03;03;01.01.2020;31.12.9999;TELGQKP KZYESLM
4;0001;1,000;ST;00000000-074-5;03;03;01.10.1985;31.12.9999;TELGQKP KZYESLM
4;0016;4,000;ST;00000000-014-4;05;03;01.10.1985;31.12.9999;SOJKHAY XDKSKZG
3;0042;2,000;ST;00000000-069-5;03;03;01.01.2020;31.12.9999;GAXADEK EMONHZO
4;0001;2,000;ST;00000000-069-6;03;03;01.07.2007;31.12.9999;YIGFZAQ DHPQRXA
4;0016;4,000;ST;00000000-003-0;05;03;01.10.1985;31.12.9999;GPKVJDS XMEBLWQ
3;0043;1,000;ST;00000000-074-6;03;03;01.01.2020;31.12.9999;EGRDMUF LGLSXVB
4;0001;1,000;ST;00000000-074-7;03;03;01.07.2006;31.12.9999;EYJSXHY PFDEDWH
4;0016;6,000;ST;00000000-067-7;05;03;01.10.1985;31.12.9999;GDLBYXD PPTYCHR
4;0017;6,000;ST;00000000-022-6;05;03;01.10.1985;31.12.9999;KSUCBQT ITNTMON
4;0018;4,000;ST;00000000-069-9;05;03;01.10.1985;31.12.9999;SIKLHJL QPYBRDQ
3;0044;1,000;ST;00000000-070-0;03;03;01.01.2020;31.12.9999;HMMMXMI PBYASBO
4;0001;1,000;ST;00000000-070-1;03;03;01.10.1985;31.12.9999;HMMMXMI PBYASBO
5;0001;0,063;M;00000000-063-4;05;05;01.01.1985;31.12.9999;MDPCANB KTCQWNR
4;0016;1,000;ST;00000000-070-2;05;03;01.10.1985;31.12.9999;FUMKVHP SIGGTSF
4;0017;1,000;ST;00000000-070-3;05;03;01.10.1985;31.12.9999;CQPABIX DSQXBUD
4;0018;1,000;ST;00000000-070-4;05;03;01.10.1985;31.12.9999;GMLPHWL VLRVWBP
4;0006;2,000;ST;00000000-025-0;05;03;01.10.1985;31.12.9999;KWACPPN KWJJLDJ
4;0014;1,000;ST;00000000-070-5;05;03;01.10.1985;31.12.9999;EFGEUCN LIZQTRB
4;0019;2,000;ST;00000000-001-7;05;03;01.07.2006;31.12.9999;DCWOXQF UMRMDIR
3;0067;1,000;ST;00000000-070-6;03;03;01.01.2020;31.12.9999;CWMUMML WVQLVTG
4;0001;1,000;ST;00000000-070-7;03;03;01.10.1985;31.12.9999;CWMUMML WVQLVTG
4;0016;2,000;ST;00000000-002-8;05;03;01.10.1985;31.12.9999;HQOJNNI RREEHOT
3;0069;1,000;ST;00000000-070-8;03;03;01.01.2020;31.12.9999;EYEEHHZ MJTGSPV
4;0001;1,000;ST;00000000-070-9;03;03;01.10.1985;31.12.9999;EYEEHHZ MJTGSPV
4;0016;1,000;ST;00000000-071-0;05;03;01.10.1985;31.12.9999;DLYOFJT PFBJPDH
4;0017;4,000;ST;00000000-071-1;05;03;01.10.1985;31.12.9999;KPSYIGG KVLMJBP
4;0018;4,000;ST;00000000-071-2;03;03;01.10.1985;31.12.9999;MSNUWPS JSXQKNP
5;0001;0,048;M;00000000-049-5;05;05;01.10.1985;31.12.9999;OUOALHP DBFKIVT
4;0006;2,000;ST;00000000-071-3;05;03;01.10.1985;31.12.9999;SCVSESC UBIJIPT
4;0014;2,000;ST;00000000-015-7;05;03;01.10.1985;31.12.9999;TRSLSQS QDTNXME
3;0071;1,000;ST;00000000-071-4;03;03;01.01.2020;31.12.9999;PMCVHDC MOPSNOA
4;0001;1,000;ST;00000000-071-5;03;03;01.01.2017;31.12.9999;XUHYTRR TQTEJNS
4;0016;4,000;ST;00000000-036-0;05;03;01.10.1985;31.12.9999;UGZGJHU CYKWRLL
3;0072;1,000;ST;00000000-074-8;03;03;01.01.2020;31.12.9999;VETAMGF WKURCTH
4;0001;1,000;ST;00000000-074-9;03;03;01.10.1985;31.12.9999;VETAMGF WKURCTH
4;0016;1,000;ST;00000000-067-7;05;03;01.10.1985;31.12.9999;GDLBYXD PPTYCHR
4;0017;2,000;ST;00000000-001-6;05;03;01.10.1985;31.12.9999;BTQTQVY OQPTQDC
4;0018;2,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;HFXQUIU VEUEUQB
3;0083;1,000;ST;00000000-075-0;03;03;01.01.2020;31.12.9999;YZNSONF BOLVEOP
3;0073;1,000;ST;00000000-075-1;03;03;01.01.2020;31.12.9999;AOYIXXP CSRLOWH
3;0134;1,000;ST;00000000-047-8;04;01;01.01.2020;31.12.9999;OATNQUX PSHPVCV
3;0105;1,000;ST;00000000-075-2;03;03;01.01.2020;31.12.9999;NPAUNRR FPLOJBU
4;0001;1,000;ST;00000000-075-3;03;03;01.10.1985;31.12.9999;NPAUNRR FPLOJBU
4;0016;2,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;HFXQUIU VEUEUQB
4;0017;2,000;ST;00000000-066-9;05;03;01.10.1985;31.12.9999;XNCDAIR OZERUJU
3;0084;1,000;ST;00000000-071-6;03;03;01.01.2020;31.12.9999;RELOAZU FVVCKMG
4;0001;1,000;ST;00000000-071-7;03;03;01.10.1985;31.12.9999;RELOAZU FVVCKMG
4;0016;3,000;ST;00000000-009-1;03;03;01.10.1985;31.12.9999;LOYFMUO KXTKHMN
5;0001;0,036;M;00000000-009-2;05;05;01.10.1985;31.12.9999;TLJOYLL HJVVMDB
4;0017;2,000;ST;00000000-071-8;05;03;01.10.1985;31.12.9999;NFZRDBX GBKPXBW
4;0018;1,000;ST;00000000-071-9;05;03;01.10.1985;31.12.9999;VIQXPKU KEEMPGR
3;0106;3,000;ST;00000000-058-3;05;03;01.01.2020;31.12.9999;AGBZGQA GZCKIAD
2;0135;1,000;ST;00000000-000-2;02;02;;;OATNQUX PSHPVCV
2;0036;1,000;ST;00000000-075-4;03;03;01.05.2023;31.12.9999;PHFHSQW VVJEVSW
3;0005;1,000;ST;00000000-075-5;04;01;01.01.2007;31.12.9999;HWHZRYN ZKAQXXV
3;0004;1,000;ST;00000000-075-6;03;03;01.01.2007;31.12.9999;ZNTOWUM KMDWFLS
4;0001;1,000;ST;00000000-075-7;03;03;01.10.1985;31.12.9999;ZNTOWUM KMDWFLS
4;0016;2,000;ST;00000000-075-8;05;03;01.10.1985;31.12.9999;URPSYVX TEPSDHQ
4;0017;2,000;ST;00000000-036-0;05;03;01.10.1985;31.12.9999;UGZGJHU CYKWRLL
3;0051;1,000;ST;00000000-075-9;03;03;01.01.2007;31.12.9999;WERVSAW IPQZXJX
4;0001;0,034;M2;00000000-033-2;05;05;01.10.1985;31.12.9999;QWFYSRS DIFDPUH
4;0016;2,000;ST;00000000-033-3;05;03;01.10.1985;31.12.9999;UNHWVRC DIXLIPS
3;0023;1,000;ST;00000000-076-0;03;03;01.01.2003;31.12.9999;JEDLNUF TKYYCXG
4;0001;1,000;ST;00000000-076-1;03;03;01.10.1985;31.12.9999;JEDLNUF TKYYCXG
4;0016;2,000;ST;00000000-019-7;05;03;01.07.2003;31.12.9999;WQWIVTM EKOKUVV
3;0024;1,000;ST;00000000-076-2;03;03;01.01.2003;31.12.9999;IEWSNVN HMAMKWL
4;0001;1,000;ST;00000000-076-3;03;03;01.07.2010;31.12.9999;BZTBLAJ ZLGQMLD
4;0016;2,000;ST;00000000-049-6;05;03;01.07.2003;31.12.9999;PIFQEPZ IPOSQFC
4;0017;2,000;ST;00000000-076-4;03;03;01.10.1998;31.12.9999;USXQDQZ LUGKNJC
5;0001;0,020;M;00000000-076-5;05;05;01.10.1985;31.12.9999;RDYCYTR LEWRWWJ
4;0018;1,000;GB;00000000-076-6;05;03;01.10.1998;31.12.9999;TPCAKKM TDWGGMQ
3;0025;1,000;ST;00000000-076-7;03;03;01.01.2003;31.12.9999;FMRXQGH IINORMJ
4;0001;1,000;ST;00000000-076-8;03;03;01.01.2007;31.12.9999;NAYGTQS EDJDZPY
4;0016;1,000;ST;00000000-002-9;05;03;01.01.2007;31.12.9999;NUCZLDD XFSVEBJ
4;0017;1,000;ST;00000000-032-0;05;03;01.01.2007;31.12.9999;RHDODGC IYYZNZZ
4;0018;1,000;ST;00000000-027-9;05;03;01.10.1985;31.12.9999;SPLSWXM KTZJYAT
3;0026;1,000;ST;00000000-076-9;03;03;01.01.2003;31.12.9999;ZCWSGAG SFTFQBL
4;0001;1,000;ST;00000000-077-0;03;03;01.10.1985;31.12.9999;ZCWSGAG SFTFQBL
5;0001;0,030;M;00000000-077-1;05;05;01.01.1985;31.12.9999;HPLSYDF CXZMWYA
4;0016;1,000;ST;00000000-037-5;05;03;01.10.1985;31.12.9999;PJNPWIU XRIMJMZ
3;0029;1,000;ST;00000000-077-2;03;03;01.01.2003;31.12.9999;JHURRJI GRWKLCV
4;0001;0,045;M;00000000-063-4;05;05;01.01.1985;31.12.9999;MDPCANB KTCQWNR
3;0062;1,000;ST;00000000-077-3;06;01;01.01.2003;31.12.9999;VFADOHX OXKBLTW
4;0001;1,000;ST;00000000-077-4;03;03;01.11.1994;31.12.9999;EWFKCFJ XZOYSCB
5;0001;1,000;ST;00000000-077-5;03;03;01.10.1985;31.12.9999;XPHMBJH SZJHRDU
5;0016;1,000;ST;00000000-077-6;03;03;01.10.1985;31.12.9999;JKQFQLB VQAJXMY
5;0017;1,000;ST;00000000-077-7;03;03;01.10.1985;31.12.9999;GMEWEVQ ICOKJPL
5;0018;1,000;ST;00000000-077-8;03;03;01.10.1985;31.12.9999;WVCKCON OYTBRZC
5;0006;1,000;ST;00000000-077-9;03;03;01.10.1985;31.12.9999;YHDDWIM MFKNHDB
4;0016;1,000;GB;00000000-078-0;05;03;01.09.1985;31.12.9999;IBUGVQY UXYUYLR
2;0039;1,000;ST;00000000-078-1;03;03;01.05.2023;31.12.9999;OLUMWOJ UKGMHZK
3;0005;1,000;ST;00000000-078-2;04;01;01.01.2020;31.12.9999;QRXVKLG WYVWJED
3;0006;1,000;ST;00000000-053-8;05;03;01.01.2020;31.12.9999;IOIEJEJ QMZIFPJ
0;0007;1,000;;00000000-000-6;02;04;;;OATNQUX PSHPVCV
3;0014;4,000;ST;00000000-014-4;05;03;01.01.2020;31.12.9999;SOJKHAY XDKSKZG
3;0015;1,000;ST;00000000-058-3;05;03;01.01.2020;31.12.9999;AGBZGQA GZCKIAD
3;0020;2,000;ST;00000000-058-4;05;03;01.01.2020;31.12.9999;BPVYIIL MPUENGU
3;0004;1,000;ST;00000000-078-3;03;03;01.01.2020;31.12.9999;KFJYXVY TQAKPSN
4;0001;1,000;ST;00000000-078-4;03;03;01.01.2004;31.12.9999;QNUOROE FAZNZLR
5;0001;1,000;ST;00000000-078-5;05;03;01.01.1985;31.12.9999;MZQNJFK FXNJDLX
4;0016;1,000;ST;00000000-006-4;05;03;01.10.1985;31.12.9999;LZCGMAQ ZFIDRGZ
4;0017;1,000;ST;00000000-067-7;05;03;01.10.1985;31.12.9999;GDLBYXD PPTYCHR
3;0023;1,000;ST;00000000-078-6;03;03;01.01.2020;31.12.9999;BXKUTSF KAHSQZE
4;0001;1,000;ST;00000000-078-7;03;03;01.10.1985;31.12.9999;BXKUTSF KAHSQZE
5;0001;0,071;M;00000000-078-8;05;05;01.01.1985;31.12.9999;EJLYJGH QJXFMCL
4;0016;2,000;ST;00000000-027-2;05;03;01.10.1985;31.12.9999;HFXQUIU VEUEUQB
4;0017;2,000;ST;00000000-078-9;05;03;01.10.1985;31.12.9999;QGENCHD COSFSMC
3;0024;2,000;ST;00000000-079-0;03;03;01.01.2020;31.12.9999;YJVTGGA NCLTFPK
